批次,发布日期,规则,规则分类,KP ID,药品,拼音,码序号,医保编码
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,18,ZD01BAC0316010203104
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,19,ZD01BAC0316010205438
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,20,ZD01BAC0316010301503
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,21,ZD01BAC0316010302120
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,22,ZD01BAC0316010303104
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,23,ZD01BAC0316010305438
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,24,ZD01BAC0316010402120
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,25,ZD01BAC0316010502120
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,26,ZD01BAC0316010602120
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,27,ZD01BAC0316020102396
第一批,2025-05-23,药品区分性别使用,医疗-药品,31433,产妇安颗粒,cfakl,28,ZD01BAC0316020202396
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,1,ZD03AAC0319010100519
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,2,ZD03AAC0319010103996
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,3,ZD03AAC0319010104557
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,4,ZD03AAC0319010200519
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,5,ZD03AAC0319010300519
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,6,ZD03AAC0319020100519
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,7,ZD03AAC0319020103996
第一批,2025-05-23,药品区分性别使用,医疗-药品,31218,产复康颗粒,cfkkl,8,ZD03AAC0319020104557
第一批,2025-05-23,药品区分性别使用,医疗-药品,31435,产复欣颗粒,cfxkl,1,ZD01BAC0320010103422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31435,产复欣颗粒,cfxkl,2,ZD01BAC0320010203422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31435,产复欣颗粒,cfxkl,3,ZD01BAC0320010303422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31436,产复欣丸,cfxw,1,ZD01BAC0321010101283
第一批,2025-05-23,药品区分性别使用,医疗-药品,31436,产复欣丸,cfxw,2,ZD01BAC0321010201283
第一批,2025-05-23,药品区分性别使用,医疗-药品,31436,产复欣丸,cfxw,3,ZD01BAC0321010301283
第一批,2025-05-23,药品区分性别使用,医疗-药品,31436,产复欣丸,cfxw,4,ZD01BAC0321010401283
第一批,2025-05-23,药品区分性别使用,医疗-药品,31437,产后补丸,chbw,1,ZD03AAC0322010100288
第一批,2025-05-23,药品区分性别使用,医疗-药品,31437,产后补丸,chbw,2,ZD03AAC0322020100288
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,1,ZD01BAC0489010104920
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,2,ZD01BAC0489010105264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,3,ZD01BAC0489010105377
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,4,ZD01BAC0489010204920
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,5,ZD01BAC0489010205264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,6,ZD01BAC0489010205377
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,7,ZD01BAC0489010305264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31447,慈航胶囊,chjn,8,ZD01BAC0489010305377
第一批,2025-05-23,药品区分性别使用,医疗-药品,31438,产后康膏,chkg,1,ZD03AAC0323010103426
第一批,2025-05-23,药品区分性别使用,医疗-药品,31438,产后康膏,chkg,2,ZD03AAC0323010203426
第一批,2025-05-23,药品区分性别使用,医疗-药品,31438,产后康膏,chkg,3,ZD03AAC0323020101508
第一批,2025-05-23,药品区分性别使用,医疗-药品,31438,产后康膏,chkg,4,ZD03AAC0323030101508
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,1,ZD01BAC0490010105063
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,2,ZD01BAC0490010105092
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,3,ZD01BAC0490010105156
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,4,ZD01BAC0490010105264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,5,ZD01BAC0490010105311
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,6,ZD01BAC0490010105341
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,7,ZD01BAC0490010105379
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,8,ZD01BAC0490010205063
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,9,ZD01BAC0490010205092
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,10,ZD01BAC0490010205264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,11,ZD01BAC0490010205311
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,12,ZD01BAC0490010305092
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,13,ZD01BAC0490010305264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,14,ZD01BAC0490010305311
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,15,ZD01BAC0490020105063
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,16,ZD01BAC0490020105264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31448,慈航片,chp,17,ZD01BAC0490030105264
第一批,2025-05-23,药品区分性别使用,医疗-药品,31449,慈航丸,chw,1,ZD01BAC0491010103494
第一批,2025-05-23,药品区分性别使用,医疗-药品,31449,慈航丸,chw,2,ZD01BAC0491010103830
第一批,2025-05-23,药品区分性别使用,医疗-药品,31439,产后益母丸,chymw,1,ZD03AAC0324010103109
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,1,ZD01BAC0325010102058
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,2,ZD01BAC0325010104152
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,3,ZD01BAC0325010105325
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,4,ZD01BAC0325010202058
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,5,ZD01BAC0325010205325
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,6,ZD01BAC0325020102058
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,7,ZD01BAC0325020104152
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,8,ZD01BAC0325020204152
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,9,ZD01BAC0325020304152
第一批,2025-05-23,药品区分性别使用,医疗-药品,31219,产后逐瘀胶囊,chzyjn,10,ZD01BAC0325030105325
第一批,2025-05-23,药品区分性别使用,医疗-药品,31440,产后逐瘀颗粒,chzykl,1,ZD01BAC0326010103972
第一批,2025-05-23,药品区分性别使用,医疗-药品,31440,产后逐瘀颗粒,chzykl,2,ZD01BAC0326010203972
第一批,2025-05-23,药品区分性别使用,医疗-药品,31440,产后逐瘀颗粒,chzykl,3,ZD01BAC0326010303972
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,1,ZD01BAC0327010102347
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,2,ZD01BAC0327010104235
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,3,ZD01BAC0327010105149
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,4,ZD01BAC0327010105415
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,5,ZD01BAC0327010105549
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,6,ZD01BAC0327010202347
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,7,ZD01BAC0327010204235
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,8,ZD01BAC0327010302347
第一批,2025-05-23,药品区分性别使用,医疗-药品,31441,产后逐瘀片,chzyp,9,ZD01BAC0327020102453
第一批,2025-05-23,药品区分性别使用,医疗-药品,31442,产灵丸,clw,1,ZD03AAC0328010100169
第一批,2025-05-23,药品区分性别使用,医疗-药品,31442,产灵丸,clw,2,ZD03AAC0328010100171
第一批,2025-05-23,药品区分性别使用,医疗-药品,31442,产灵丸,clw,3,ZD03AAC0328010100281
第一批,2025-05-23,药品区分性别使用,医疗-药品,31426,参芪益母颗粒,cqymkl,1,ZZ01AAC0149010105150
第一批,2025-05-23,药品区分性别使用,医疗-药品,31426,参芪益母颗粒,cqymkl,2,ZZ01AAC0149010205150
第一批,2025-05-23,药品区分性别使用,医疗-药品,31426,参芪益母颗粒,cqymkl,3,ZZ01AAC0149020105150
第一批,2025-05-23,药品区分性别使用,医疗-药品,31426,参芪益母颗粒,cqymkl,4,ZZ01AAC0149020205150
第一批,2025-05-23,药品区分性别使用,医疗-药品,31451,催乳颗粒,crkl,1,ZD01AAC0515010104288
第一批,2025-05-23,药品区分性别使用,医疗-药品,31451,催乳颗粒,crkl,2,ZD01AAC0515010204288
第一批,2025-05-23,药品区分性别使用,医疗-药品,31451,催乳颗粒,crkl,3,ZD01AAC0515010304288
第一批,2025-05-23,药品区分性别使用,医疗-药品,31303,椿乳凝胶,crnj,1,ZD02BAC0484010105046
第一批,2025-05-23,药品区分性别使用,医疗-药品,31303,椿乳凝胶,crnj,2,ZD02BAC0484010205046
第一批,2025-05-23,药品区分性别使用,医疗-药品,31452,催乳丸,crw,1,ZD01AAC0516010100960
第一批,2025-05-23,药品区分性别使用,医疗-药品,31452,催乳丸,crw,2,ZD01AAC0516010103567
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,1,XL02BBA292A001010100647
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,2,XL02BBA292A001010101467
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,3,XL02BBA292A001010101523
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,4,XL02BBA292A001010104021
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,5,XL02BBA292A001010105345
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,6,XL02BBA292A001010106716
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,7,XL02BBA292A001010109656
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,8,XL02BBA292A001010178377
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,9,XL02BBA292A001010178537
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,10,XL02BBA292A001010180435
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,11,XL02BBA292A001010183302
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,12,XL02BBA292A001010183319
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,13,XL02BBA292A001010184131
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,14,XL02BBA292A001010201523
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,15,XL02BBA292A001010204021
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,16,XL02BBA292A001010205345
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,17,XL02BBA292A001010206716
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,18,XL02BBA292A001020104021
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,19,XL02BBA292A001020204021
第一批,2025-05-23,药品区分性别使用,医疗-药品,31220,醋酸阿比特龙片,csabtlp,20,XL02BBA292A001020304021
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,1,XG02CXA070B002010100568
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,2,XG02CXA070B002010102068
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,3,XG02CXA070B002010105842
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,4,XG02CXA070B002010106183
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,5,XG02CXA070B002010107821
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,6,XG02CXA070B002010178422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,7,XG02CXA070B002010179252
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,8,XG02CXA070B002010179260
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,9,XG02CXA070B002010180537
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,10,XG02CXA070B002010200568
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,11,XG02CXA070B002010206183
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,12,XG02CXA070B002010207821
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,13,XG02CXA070B002010279252
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,14,XG02CXA070B002010280537
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,15,XG02CXA070B002010379252
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,16,XG02CXA070B002020100568
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,17,XG02CXA070B002020102068
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,18,XG02CXA070B002020105842
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,19,XG02CXA070B002020106183
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,20,XG02CXA070B002020107821
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,21,XG02CXA070B002020178422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,22,XG02CXA070B002020179252
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,23,XG02CXA070B002020179260
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,24,XG02CXA070B002020180537
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,25,XG02CXA070B002020200568
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,26,XG02CXA070B002020206183
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,27,XG02CXA070B002020279252
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,28,XG02CXA070B002020280537
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,29,XG02CXA070B002020379252
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,30,XG02CXA070B002030178422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31304,醋酸阿托西班注射液,csatxbzsy,31,XG02CXA070B002040178422
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,1,ZD03AAC0398010100974
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,2,ZD03AAC0398010102017
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,3,ZD03AAC0398010102205
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,4,ZD03AAC0398010102303
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,5,ZD03AAC0398010103564
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,6,ZD03AAC0398010103596
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,7,ZD03AAC0398010200974
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,8,ZD03AAC0398010202017
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,9,ZD03AAC0398010202205
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,10,ZD03AAC0398010202303
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,11,ZD03AAC0398010302017
第一批,2025-05-23,药品区分性别使用,医疗-药品,31445,除湿白带丸,csbdw,12,ZD03AAC0398020100974
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,1,XG01AXL218D003010101192
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,2,XG01AXL218D003010101193
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,3,XG01AXL218D003010101292
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,4,XG01AXL218D003010101792
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,5,XG01AXL218D003010102080
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,6,XG01AXL218D003010102601
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,7,XG01AXL218D003010102816
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,8,XG01AXL218D003010201192
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,9,XG01AXL218D003010201193
第一批,2025-05-23,药品区分性别使用,医疗-药品,31450,醋酸氯己定栓,csljds,10,XG01AXL218D003010202601
第一批,2025-05-23,药品区分性别使用,医疗-药品,31430,参术止带糖浆,cszdtj,1,ZD03AAC0220010100309
第一批,2025-05-23,药品区分性别使用,医疗-药品,31430,参术止带糖浆,cszdtj,2,ZD03AAC0220010100411
第一批,2025-05-23,药品区分性别使用,医疗-药品,31430,参术止带糖浆,cszdtj,3,ZD03AAC0220010102450
第一批,2025-05-23,药品区分性别使用,医疗-药品,31430,参术止带糖浆,cszdtj,4,ZD03AAC0220010200309
第一批,2025-05-23,药品区分性别使用,医疗-药品,31430,参术止带糖浆,cszdtj,5,ZD03AAC0220020100309
第一批,2025-05-23,药品区分性别使用,医疗-药品,31446,春血安胶囊,cxajn,1,ZD01CAC0483010100865
第一批,2025-05-23,药品区分性别使用,医疗-药品,31446,春血安胶囊,cxajn,2,ZD01CAC0483010200865
第一批,2025-05-23,药品区分性别使用,医疗-药品,31446,春血安胶囊,cxajn,3,ZD01CAC0483010300865
第一批,2025-05-23,药品区分性别使用,医疗-药品,31399,重组人干扰素α2a栓,czrgrsas,1,XG02CXC095D001010103320
第一批,2025-05-23,药品区分性别使用,医疗-药品,31399,重组人干扰素α2a栓,czrgrsas,2,XG02CXC095D001010203320
第一批,2025-05-23,药品区分性别使用,医疗-药品,31400,重组人干扰素α2b栓,czrgrsbs,1,XG02CXC097D001010103320
第一批,2025-05-23,药品区分性别使用,医疗-药品,31400,重组人干扰素α2b栓,czrgrsbs,2,XG02CXC097D001010104274
第一批,2025-05-23,药品区分性别使用,医疗-药品,31400,重组人干扰素α2b栓,czrgrsbs,3,XG02CXC097D001010204274
第一批,2025-05-23,药品区分性别使用,医疗-药品,31681,重组人干扰素α2b阴道泡腾胶囊,czrgrsbydptjn,1,XG02CXC097E008010100683
第一批,2025-05-23,药品区分性别使用,医疗-药品,31681,重组人干扰素α2b阴道泡腾胶囊,czrgrsbydptjn,2,XG02CXC097E008010200683
第一批,2025-05-23,药品区分性别使用,医疗-药品,31681,重组人干扰素α2b阴道泡腾胶囊,czrgrsbydptjn,3,XG02CXC097E008010300683
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,1,ZD01BAD0077020105583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,2,ZD01BAD0077030105583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,3,ZD01BAD0077030205583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,4,ZD01BAD0077030305583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,5,ZD01BAD0077030405583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,6,ZD01BAD0077030505583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,7,ZD01BAD0077030605583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31222,丹莪妇康煎膏,defkjg,8,ZD01BAD0077060105583
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,1,ZD01BAD0078010100312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,2,ZD01BAD0078010200312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,3,ZD01BAD0078010300312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,4,ZD01BAD0078010400312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,5,ZD01BAD0078020100312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,6,ZD01BAD0078020200312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,7,ZD01BAD0078020300312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,8,ZD01BAD0078020400312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,9,ZD01BAD0078020700312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,10,ZD01BAD0078020900312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,11,ZD01BAD0078021000312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31223,丹莪妇康颗粒,defkkl,12,ZD01BAD0078021100312
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,1,ZA09BAD0172010104012
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,2,ZD01AAD0195010100358
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,3,ZD01AAD0195010100362
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,4,ZD01AAD0195010100402
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,5,ZD01AAD0195010100465
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,6,ZD01AAD0195010103897
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,7,ZD01AAD0195010104012
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,8,ZD01AAD0195010104388
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,9,ZD01AAD0195010104584
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,10,ZD01AAD0195010104721
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,11,ZD01AAD0195010105068
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,12,ZD01AAD0195010105218
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,13,ZD01AAD0195010105391
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,14,ZD01AAD0195010105541
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,15,ZD01AAD0195010200362
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,16,ZD01AAD0195010204012
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,17,ZD01AAD0195010304012
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,18,ZD01AAD0195020105068
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,19,ZD01AAD0195020205068
第一批,2025-05-23,药品区分性别使用,医疗-药品,31453,当归调经颗粒,dgtjkl,20,ZD01AAD0195020305068
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,1,ZD03AAD0318010101061
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,2,ZD03AAD0318010102164
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,3,ZD03AAD0318010102242
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,4,ZD03AAD0318010102884
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,5,ZD03AAD0318010103391
第一批,2025-05-23,药品区分性别使用,医疗-药品,31309,定坤丹,dkd,6,ZD03AAD0318010103494
